pair,window_bins,window_ms,n_animals,ifi_naive,ifi_expert,delta,t,p
CA1-SUB,23,230,4,-0.050514411998716834,-0.04738155732902598,0.003132854669690849,0.0665983682290568,0.9510913828743504
CA1-SUB,24,240,4,-0.02884868016409799,-0.03984527998219784,-0.010996599818099854,-0.18273139811751668,0.8666600480676412
CA1-SUB,25,250,4,-0.012636376933606697,-0.0380805402916169,-0.025444163358010204,-0.37587163626347886,0.7320176318090847
RSC-SUB,1,10,4,0.010300304124457253,0.05152173298976647,0.04122142886530922,1.0804611959933081,0.35905130770016974
RSC-SUB,2,20,4,-0.06276159913943044,0.017018749013187805,0.07978034815261824,1.0590841664088124,0.3672854510335189
RSC-SUB,3,30,4,-0.11799900490778176,-0.004412154537039241,0.11358685037074251,0.8548817725174171,0.4554545770242679
RSC-SUB,4,40,4,-0.0836430151521832,-0.06613468430751229,0.017508330844670926,0.34324516641703867,0.7540597890667999
RSC-SUB,5,50,4,-0.07446819127120291,-0.08829692525059116,-0.01382873397938825,-0.5927622143869491,0.5950536530383576
RSC-SUB,6,60,4,-0.06983902635710817,-0.09300061520708533,-0.023161588849977145,-2.128492100053038,0.12318695550248124
RSC-SUB,7,70,4,-0.04367016337517958,-0.08736567686188496,-0.043695513486705376,-1.5454702183158355,0.2199485619264706
RSC-SUB,8,80,4,-0.020108152854319834,-0.08824697116019051,-0.06813881830587068,-1.1255518944820406,0.34227196903355056
RSC-SUB,9,90,4,-0.014293531313525523,-0.08783603434389219,-0.07354250303036666,-1.0413123723338984,0.3742700479965226
RSC-SUB,10,100,4,-0.015578431135598373,-0.0753014108108589,-0.059722979675260524,-0.9019396991277802,0.4335677932256241
RSC-SUB,11,110,4,0.0015894169946832869,-0.06059287481322198,-0.06218229180790527,-0.8684832861696762,0.4490298149004757
RSC-SUB,12,120,4,0.011439850172185163,-0.051873436950293006,-0.06331328712247818,-0.7789121544515536,0.49282642640176344
RSC-SUB,13,130,4,0.016047787824623922,-0.045949277957569964,-0.06199706578219388,-0.7996391968471646,0.4823791408150636
RSC-SUB,14,140,4,0.01186299554134257,-0.03793677685890978,-0.04979977240025235,-0.7386185032388181,0.5136761031359985
RSC-SUB,15,150,4,0.020856384996765953,-0.03484744549457541,-0.05570383049134135,-0.7752978576574512,0.4946675045918885
RSC-SUB,16,160,4,0.01489951504160869,-0.03470077381922712,-0.04960028886083582,-0.7273040892130044,0.5196587956191991
RSC-SUB,17,170,4,0.01049693462757929,-0.03453779175163528,-0.045034726379214574,-0.7050001085768367,0.5316165053125701
RSC-SUB,18,180,4,0.011606779694667495,-0.034366636492853146,-0.045973416187520634,-0.7068442018900415,0.5306195990924223
RSC-SUB,19,190,4,0.014504536325719807,-0.0315337816330878,-0.0460383179588076,-0.6940595317186976,0.5375614081393935
RSC-SUB,20,200,4,0.007676971328612399,-0.03218362526715925,-0.03986059659577165,-0.6148678386226508,0.5821347351160627
RSC-SUB,21,210,4,0.007179201346334992,-0.02782265073409705,-0.035001852080432036,-0.5367313265914051,0.6287041893268027
RSC-SUB,22,220,4,0.01045194008451878,-0.028956005480480718,-0.039407945564999505,-0.5594145960463687,0.6149269059301621
RSC-SUB,23,230,4,0.018092368938101303,-0.032301167666428425,-0.050393536604529734,-0.6146850537435827,0.5822407155789776
