metric,pair,matched,window_bins,mean,sem,count
ifi_cc1,CA1-V1,0,3,0.07535442657305666,0.2015617084440666,12
ifi_cc1,CA1-V1,0,4,0.04302583909225068,0.18967795253333466,12
ifi_cc1,CA1-V1,0,5,-0.04429925854148136,0.18629188136853564,12
ifi_cc1,CA1-V1,0,6,-0.10651649037326501,0.19107280600564064,12
ifi_cc1,CA1-V1,0,7,-0.10587272867840737,0.17983974856837584,12
ifi_cc1,CA1-V1,0,8,-0.13120838707508023,0.18781551289294993,12
ifi_cc1,CA1-V1,0,9,-0.1834150978986371,0.1856580982719619,12
ifi_cc1,CA1-V1,0,10,-0.1921577904640586,0.18083374176727515,12
ifi_cc1,CA1-V1,0,11,-0.2502811664317482,0.18435709692126034,12
ifi_cc1,CA1-V1,0,12,-0.23860603313277076,0.1930397707493677,12
ifi_cc1,CA1-V1,0,13,-0.2419959231685964,0.19386451958735168,12
ifi_cc1,CA1-V1,0,14,-0.252772581011211,0.19778829839040737,12
ifi_cc1,CA1-V1,0,15,-0.2410687879187348,0.19235165077918492,12
ifi_cc1,CA1-V1,0,16,-0.23124649827863383,0.1907432578490703,12
ifi_cc1,CA1-V1,0,17,-0.23179772256775064,0.18956807608512716,12
ifi_cc1,CA1-V1,0,18,-0.22273798534694514,0.190794409577255,12
ifi_cc1,CA1-V1,0,19,-0.21713147043837713,0.1958031415575594,12
ifi_cc1,CA1-V1,0,20,-0.21439954685673057,0.19437350115944121,12
ifi_cc1,CA1-V1,0,21,-0.22415419047371435,0.19654764150723442,12
ifi_cc1,CA1-V1,0,22,-0.21477871555169378,0.19483570315688262,12
ifi_cc1,CA1-V1,0,23,-0.2134422862101871,0.19519928539347692,12
ifi_cc1,CA1-V1,0,24,-0.20773542605275683,0.18880181171754326,12
ifi_cc1,CA1-V1,0,25,-0.19766992597923697,0.1824679834050231,12
ifi_cc1,CA1-V1,1,1,-0.18437450189977928,0.20595260853367717,9
ifi_cc1,CA1-V1,1,2,0.22365120060712074,0.16861272936972374,10
ifi_cc1,CA1-V1,1,3,0.06012384773668358,0.22134811370343083,12
ifi_cc1,CA1-V1,1,4,0.01611091436008288,0.21155529402208523,12
ifi_cc1,CA1-V1,1,5,-0.023539519719451136,0.21409900123184072,12
ifi_cc1,CA1-V1,1,6,-0.05952899196630281,0.20905597190193087,12
ifi_cc1,CA1-V1,1,7,-0.06087757708069088,0.19433226060786946,12
ifi_cc1,CA1-V1,1,8,-0.0839328418693903,0.20154176220461123,12
ifi_cc1,CA1-V1,1,9,-0.16232482368459475,0.19194757056224238,12
ifi_cc1,CA1-V1,1,10,-0.1733111187390998,0.18674870084814235,12
ifi_cc1,CA1-V1,1,11,-0.22645400663045964,0.186712240455928,12
ifi_cc1,CA1-V1,1,12,-0.21293665225152023,0.19616936393233902,12
ifi_cc1,CA1-V1,1,13,-0.21727084121701215,0.19583634436082709,12
ifi_cc1,CA1-V1,1,14,-0.22632743600699443,0.19654801731968394,12
ifi_cc1,CA1-V1,1,15,-0.22641639012771897,0.1981481275136343,12
ifi_cc1,CA1-V1,1,16,-0.21947196145186865,0.20105457195756954,12
ifi_cc1,CA1-V1,1,17,-0.22366954188885355,0.2002764808724573,12
ifi_cc1,CA1-V1,1,18,-0.21611761307767904,0.2022187436772333,12
ifi_cc1,CA1-V1,1,19,-0.2069839628175316,0.20677296713563123,12
