animal,area,epoch,partner1,partner2,n_units,rho_conn,rho_intr,rho_resid,jaccard,jaccard_excess
68,CA1,intermediate,CA1-DG,CA1-RSC,18,0.30443756449948395,1.0,0.18611945990078815,0.42857142857142855,0.26728110599078336
68,CA1,naive,CA1-CA3,CA1-DG,18,0.7027863777089782,0.9091847265221877,0.5489135820153317,0.6666666666666666,0.5053763440860215
68,CA1,naive,CA1-CA3,CA1-RSC,18,0.5727554179566564,0.9215686274509803,0.07321352384154363,0.42857142857142855,0.26728110599078336
68,CA1,naive,CA1-DG,CA1-RSC,18,0.6140350877192982,0.9979360165118679,0.4655356065324435,0.42857142857142855,0.26728110599078336
68,CA3,expert,CA1-CA3,CA3-DG,12,0.8321678321678322,0.9930069930069931,0.8176247777935538,1.0,0.8571428571428572
68,CA3,intermediate,CA1-CA3,CA3-DG,12,0.7482517482517484,0.9510489510489512,0.7016639429697082,1.0,0.8571428571428572
68,CA3,naive,CA1-CA3,CA3-DG,12,0.8741258741258742,1.0,0.8724462825032835,1.0,0.8571428571428572
68,DG,expert,CA1-DG,CA3-DG,24,0.9339130434782608,0.6713043478260868,0.8996737052276418,0.7142857142857143,0.5714285714285714
68,DG,intermediate,CA1-DG,CA3-DG,24,0.8139130434782607,0.7391304347826086,0.7779948825085886,0.7142857142857143,0.5714285714285714
68,DG,naive,CA1-DG,CA3-DG,24,0.84,0.8139130434782607,0.7616787781219561,0.7142857142857143,0.5714285714285714
73,CA1,expert,CA1-DG,CA1-RSC,26,0.641025641025641,0.9999999999999999,0.1439223294665594,0.2727272727272727,0.11717171717171715
73,CA1,expert,CA1-DG,CA1-SUB,26,0.7401709401709401,0.9999999999999999,0.5398672590375234,0.4,0.24444444444444446
73,CA1,expert,CA1-DG,CA1-V1,26,0.6184615384615384,0.9774358974358973,0.2589675845464379,0.2727272727272727,0.11717171717171715
73,CA1,expert,CA1-RSC,CA1-SUB,26,0.6287179487179486,0.9999999999999999,0.23363589067432766,0.16666666666666666,0.0111111111111111
73,CA1,expert,CA1-RSC,CA1-V1,26,0.6861538461538461,0.9774358974358973,0.2939400620194354,0.4,0.24444444444444446
73,CA1,expert,CA1-SUB,CA1-V1,26,0.4762393162393162,0.9774358974358973,0.0764333153438248,0.2727272727272727,0.11717171717171715
73,CA1,intermediate,CA1-DG,CA1-RSC,26,0.7018803418803419,0.9986324786324786,0.530502249226597,0.2727272727272727,0.11717171717171715
