pair,dim,window_bins,window_ms,n_animals,mean_ifi,t,p
RSC-SUB,6,11,110,7,0.09445855280837254,2.611653017917313,0.04003159127790299
RSC-SUB,6,12,120,7,0.09224428852328392,2.668180230546853,0.03711657578780449
RSC-SUB,6,13,130,7,0.08085906462148088,2.2493418272054186,0.06550042852422465
RSC-SUB,6,14,140,7,0.07327437793056155,2.109583966693437,0.07941846648644177
RSC-SUB,6,15,150,7,0.04864291170069036,1.153402090695735,0.29261352176592537
RSC-SUB,6,16,160,7,0.03876598392791702,0.9936922411730261,0.35874162288493555
RSC-SUB,6,17,170,7,0.0660565642444034,1.9531166186140023,0.09863187683143032
RSC-SUB,6,18,180,7,0.08394828037947004,2.647534319004216,0.038154139031663405
RSC-SUB,6,19,190,7,0.09587904842359454,3.1371039088190447,0.020141882095287018
RSC-SUB,6,20,200,7,0.0692144517737462,2.2523001724047704,0.0652346560219396
RSC-SUB,6,21,210,7,0.06609201443633392,2.265618918002646,0.06405189381821466
RSC-SUB,6,22,220,7,0.0834912670204229,3.182744587610349,0.01900980074806608
RSC-SUB,6,23,230,7,0.06276537045204668,2.3280637842144563,0.05879632488822766
RSC-SUB,6,24,240,7,0.06730700737026016,1.8622393587513106,0.11187594332046369
RSC-SUB,6,25,250,7,0.053741898276177105,1.433818678743843,0.20161448347662206
V1-RSC,1,1,10,9,0.11796614641229367,5.166937229505553,0.000856344472614853
V1-RSC,1,2,20,9,0.15497848636166786,4.467102350547048,0.002091254798775119
V1-RSC,1,3,30,9,0.15585681531129783,3.629277011097456,0.006692036353234463
V1-RSC,1,4,40,9,0.1512997867623917,3.4529287447402774,0.008657395567118205
V1-RSC,1,5,50,9,0.14052483947805855,3.4724627448237397,0.0084122447040606
V1-RSC,1,6,60,9,0.1222961159250772,3.414830594168641,0.009157569568996987
V1-RSC,1,7,70,9,0.10956612728117518,3.6269908918488754,0.006714232455084994
V1-RSC,1,8,80,9,0.09728317198996615,3.7609143407220276,0.005537086685653444
V1-RSC,1,9,90,9,0.08952352303690461,3.741937376256174,0.005689547152662263
V1-RSC,1,10,100,9,0.0835951995771374,3.6606991689000443,0.006394752896354009
V1-RSC,1,11,110,9,0.07469745959661626,3.4348968329404648,0.00889042209215504
V1-RSC,1,12,120,9,0.06903470683208869,3.325997778960864,0.010446413972077465
V1-RSC,1,13,130,9,0.06443078785759343,3.1112665190631286,0.01441784506450634
V1-RSC,1,14,140,9,0.06200579579100934,3.0364130584976596,0.01615112470947479
V1-RSC,1,15,150,9,0.06360978896301639,2.9896165555158687,0.017344086514624518
V1-RSC,1,16,160,9,0.06350351449733638,2.9035939548962055,0.019782395799920763
V1-RSC,1,17,170,9,0.06353250199045792,2.7801403804959297,0.023919379359781934
V1-RSC,1,18,180,9,0.06263033646796641,2.6719776784374765,0.028275423212011982
V1-RSC,1,19,190,9,0.064292588768639,2.5881239022859415,0.03220690947778641
V1-RSC,1,20,200,9,0.0634655569242109,2.464752081436457,0.03902849065303556
V1-RSC,1,21,210,9,0.06293058677862517,2.4078615563570382,0.04265027907776806
V1-RSC,1,22,220,9,0.061137551382946076,2.2955524467419517,0.05082245110685196
V1-RSC,1,23,230,9,0.05766189447379878,2.143154295301106,0.06445896367746304
V1-RSC,1,24,240,9,0.05523907114741386,2.006300168437424,0.07973408198064684
V1-RSC,1,25,250,9,0.05315086845740246,1.8554838341921258,0.10062603255223647
V1-RSC,2,1,10,9,0.008218453293682666,0.22585146495458455,0.8269801176682452
V1-RSC,2,2,20,9,0.0351237671397345,1.011969090221047,0.3411775729800329
V1-RSC,2,3,30,9,0.04786473389479512,1.1389598370648002,0.2876740536020112
V1-RSC,2,4,40,9,0.059132081093576296,1.5009231919572534,0.1717693658993462
V1-RSC,2,5,50,9,0.06300426918737964,1.7993457657583414,0.10966260538543393
V1-RSC,2,6,60,9,0.06593613743598845,1.9589509990230725,0.08579707321016766
V1-RSC,2,7,70,9,0.07468216314333082,2.243501027182421,0.05512349618277825
V1-RSC,2,8,80,9,0.07542895073857649,2.352565120078506,0.04649471026043348
V1-RSC,2,9,90,9,0.07372695547066671,2.298794369962397,0.050565907889788604
V1-RSC,2,10,100,9,0.07888514492246551,2.366738299071543,0.04547736396502648
V1-RSC,2,11,110,9,0.0790073362094935,2.303367841306112,0.05020619078842411
V1-RSC,2,12,120,9,0.08071941238699604,2.3853607302030313,0.04417452540984058
V1-RSC,2,13,130,9,0.08411425388128707,2.5535277249744173,0.03398755524197152
V1-RSC,2,14,140,9,0.08487658891725275,2.661078577760975,0.028757333040815618
V1-RSC,2,15,150,9,0.07956089075626975,2.7586524509201067,0.02472618411295975
V1-RSC,2,16,160,9,0.08036254683295935,2.911423686343779,0.019546411779898534
V1-RSC,2,17,170,9,0.07825180752272683,2.952005295807265,0.018369289880153725
V1-RSC,2,18,180,9,0.07723364242954094,2.91265567917573,0.019509546988682513
V1-RSC,2,19,190,9,0.0725342514687679,2.862584171988762,0.021067582075944294
V1-RSC,2,20,200,9,0.07314083462311254,2.90138646950405,0.019849461024093403
V1-RSC,2,21,210,9,0.07352276915776529,2.954118569739425,0.018310047349690405
V1-RSC,2,22,220,9,0.0761450351177433,3.1306027220735895,0.014002528190365238
V1-RSC,2,23,230,9,0.07847472807522811,3.220934987873259,0.012222036624709904
V1-RSC,2,24,240,9,0.07968107020256049,3.279823059546714,0.011190767863428043
V1-RSC,2,25,250,9,0.08088469445205587,3.144862116367232,0.013704296311902975
V1-RSC,3,1,10,9,0.0383004770107802,0.6465192049617862,0.5360463279645573
V1-RSC,3,2,20,9,0.09696863196533531,2.737270425451227,0.025556854039109025
V1-RSC,3,3,30,9,0.12356342783272416,2.5221070207301124,0.035691459044514054
V1-RSC,3,4,40,9,0.16235542080889137,3.160978889862675,0.013375218749168735
V1-RSC,3,5,50,9,0.15404861925944488,2.5369640919595153,0.0348752216444774
V1-RSC,3,6,60,9,0.1517206010344762,2.379233100047844,0.04459902839900832
V1-RSC,3,7,70,9,0.16022731340588192,2.4595234007053413,0.03934799178891571
V1-RSC,3,8,80,9,0.16715160481362207,2.566262592477657,0.033320725836839454
V1-RSC,3,9,90,9,0.16233841881262162,2.526647306897971,0.03543998137630812
V1-RSC,3,10,100,9,0.13534862715955917,2.278286527540693,0.05221077434616678
V1-RSC,3,11,110,9,0.1367977097994203,2.379729422060662,0.04456449278727504
V1-RSC,3,12,120,9,0.12530447371354184,2.233628783629041,0.05597916127034263
V1-RSC,3,13,130,9,0.12260225141733169,2.167319139803443,0.06207734005844332
V1-RSC,3,14,140,9,0.11399590111145345,2.145913549224369,0.06418253465360804
