animal,area,epoch,partner1,partner2,n_units,rho_conn,rho_intr,rho_resid,jaccard,jaccard_excess
52,CA1,intermediate,CA1-RSC,CA1-V1,54,0.794015627977892,0.8868686868686867,0.43455722680207237,0.3333333333333333,0.18439716312056736
52,CA1,naive,CA1-CA3,CA1-DG,54,0.7501810558414331,0.9995425957690107,0.14073170729493215,0.2727272727272727,0.12379110251450676
52,CA1,naive,CA1-CA3,CA1-RSC,54,0.7205260148656375,0.9185058128454354,0.34313152283870285,0.3333333333333333,0.18439716312056736
52,CA1,naive,CA1-CA3,CA1-V1,54,0.7847150752811128,0.9983990851915379,0.33185922256065903,0.21739130434782608,0.06845513413506013
52,CA1,naive,CA1-DG,CA1-RSC,54,0.7049742710120067,0.9194206213074135,-0.01213024692504908,0.3333333333333333,0.18439716312056736
52,CA1,naive,CA1-DG,CA1-V1,54,0.9263579188107488,0.9984753192300361,0.1995430639003636,0.47368421052631576,0.3247480403135498
52,CA1,naive,CA1-RSC,CA1-V1,54,0.7228130360205831,0.9204116638078901,0.0768249025896662,0.3333333333333333,0.18439716312056736
52,CA3,expert,CA1-CA3,CA3-DG,54,0.7347055460263007,0.9781970649895176,0.34800491781003423,0.2727272727272727,0.12379110251450676
52,CA3,intermediate,CA1-CA3,CA3-DG,54,0.8483704974271011,0.985972936916333,0.7855374621485384,0.47368421052631576,0.3247480403135498
52,CA3,naive,CA1-CA3,CA3-DG,54,0.7720602248904135,0.9541833428625881,0.5201872589149236,0.2727272727272727,0.12379110251450676
52,DG,expert,CA1-DG,CA3-DG,33,0.4154411764705882,0.9822860962566846,-0.007257257713024962,0.2857142857142857,0.12781954887218042
52,DG,intermediate,CA1-DG,CA3-DG,33,0.6393716577540107,0.9839572192513368,0.6409937538859805,0.2857142857142857,0.12781954887218042
52,DG,naive,CA1-DG,CA3-DG,33,0.6330213903743316,0.8913770053475937,0.3999593438472519,0.2857142857142857,0.12781954887218042
52,RSC,expert,CA1-RSC,V1-RSC,7,0.07142857142857144,1.0,0.027066598098038474,0.0,-0.16666666666666666
52,RSC,intermediate,CA1-RSC,V1-RSC,7,-0.10714285714285716,1.0,-0.09426151078061597,0.0,-0.16666666666666666
52,RSC,naive,CA1-RSC,V1-RSC,7,0.5,1.0,0.1599005372667079,1.0,0.8333333333333334
52,V1,expert,CA1-V1,V1-RSC,103,0.8412006326055441,0.9216162193032553,0.04684991514283573,0.4857142857142857,0.3412698412698413
52,V1,intermediate,CA1-V1,V1-RSC,103,0.6857400166937574,0.8609695558581909,0.4317398877255036,0.40540540540540543,0.260960960960961
52,V1,naive,CA1-V1,V1-RSC,103,0.7821068296631436,0.8465162764134779,0.17915428802316874,0.6774193548387096,0.5329749103942651
61,CA1,expert,CA1-CA3,CA1-DG,58,0.9608108523793412,0.9980313144052418,0.7585038993295188,0.6666666666666666,0.5181518151815181
61,CA1,expert,CA1-CA3,CA1-RSC,58,0.9595189024577809,0.9980313144052418,0.5953487739308365,0.7647058823529411,0.6161910308677926
61,CA1,expert,CA1-CA3,CA1-V1,58,0.8863084069027038,0.9973545787320434,0.0904457946883981,0.42857142857142855,0.28005657708628
61,CA1,expert,CA1-DG,CA1-RSC,58,0.9340490325755946,0.9985850072287675,0.5447782465259776,0.5,0.35148514851485146
61,CA1,expert,CA1-DG,CA1-V1,58,0.8673598080531546,0.9992617429019656,0.16758628846542695,0.42857142857142855,0.28005657708628
61,CA1,expert,CA1-RSC,CA1-V1,58,0.9193454120397428,0.9992002214771295,0.2526702456167091,0.5,0.35148514851485146
61,CA1,intermediate,CA1-CA3,CA1-DG,58,0.9037804915561845,0.998400442954259,0.3390625432843613,0.6666666666666666,0.5181518151815181
61,CA1,intermediate,CA1-CA3,CA1-RSC,58,0.9432772463010244,0.9982774001045867,0.2019335770535284,0.6666666666666666,0.5181518151815181
61,CA1,intermediate,CA1-CA3,CA1-V1,58,0.8963979205758406,0.9988926143529486,0.12827769887441173,0.6666666666666666,0.5181518151815181
61,CA1,intermediate,CA1-DG,CA1-RSC,58,0.8719123934910333,0.997785228705897,-0.03971044995177454,0.42857142857142855,0.28005657708628
61,CA1,intermediate,CA1-DG,CA1-V1,58,0.8294010889292197,0.998400442954259,0.02447914391512605,0.5789473684210527,0.4304325169359041
61,CA1,intermediate,CA1-RSC,CA1-V1,58,0.9198991048632688,0.9985850072287675,0.30233713753105274,0.5789473684210527,0.4304325169359041
61,CA1,naive,CA1-CA3,CA1-DG,58,0.9199606262881048,0.9992002214771295,0.09248481596590467,0.5,0.35148514851485146
61,CA1,naive,CA1-CA3,CA1-RSC,58,0.8829690697323824,0.9986465286536038,-0.032400233468801956,0.5,0.35148514851485146
61,CA1,naive,CA1-CA3,CA1-V1,58,0.9324330560802667,0.9979697929804056,0.2569576293192276,0.5789473684210527,0.4304325169359041
61,CA1,naive,CA1-DG,CA1-RSC,58,0.8921666642087615,0.9980313144052418,0.11420365657906828,0.36363636363636365,0.2151215121512151
61,CA1,naive,CA1-DG,CA1-V1,58,0.9330482797910613,0.9976006644313882,0.31181520855310174,0.5,0.35148514851485146
61,CA1,naive,CA1-RSC,CA1-V1,58,0.874553955949305,0.9988310929281123,0.014827034859693068,0.36363636363636365,0.2151215121512151
61,CA3,expert,CA1-CA3,CA3-DG,30,0.7824249165739711,0.9942157953281423,0.4396373625348728,0.45454545454545453,0.30069930069930073
61,CA3,intermediate,CA1-CA3,CA3-DG,30,0.7490545050055617,0.9612903225806452,0.5078995931559461,0.45454545454545453,0.30069930069930073
61,CA3,naive,CA1-CA3,CA3-DG,30,0.4625139043381535,0.9897664071190211,-0.01488580433295799,0.14285714285714285,-0.010989010989010978
61,DG,expert,CA1-DG,CA3-DG,25,0.6761538461538462,0.9953846153846154,0.5896177265431003,0.2727272727272727,0.10993657505285409
61,DG,intermediate,CA1-DG,CA3-DG,25,0.7876923076923077,0.976923076923077,0.7507345356070635,0.2727272727272727,0.10993657505285409
61,DG,naive,CA1-DG,CA3-DG,25,0.536923076923077,0.9830769230769232,0.31775267000452145,0.16666666666666666,0.003875968992248041
61,RSC,expert,CA1-RSC,V1-RSC,101,0.7174606872451951,0.9957600465928945,0.08129105102042165,0.4444444444444444,0.2967171717171717
61,RSC,intermediate,CA1-RSC,V1-RSC,101,0.6278858474082701,0.9844729178800232,0.2522585179536025,0.40540540540540543,0.25767813267813267
