animal,pair,dim,epoch,label,label_loo,ifi_fit,cc_heldout,peak_r,ifi,peak_lag_ms
34,CA1-CA3,5,intermediate,FB,FB,-0.07081,0.05863,0.05722,-0.2503685503685504,0.0
34,CA1-CA3,5,naive,FB,FB,-0.07081,0.05863,0.04167,0.2946358653093187,0.0
34,CA1-CA3,6,expert,FB,FB,-0.19921,0.04568,0.03982,-0.5713952221616996,0.0
34,CA1-CA3,6,intermediate,FB,FB,-0.19921,0.04568,0.05116,-0.0785539548790433,0.0
34,CA1-CA3,6,naive,FB,FB,-0.19921,0.04568,0.02697,-0.15093603744149764,-70.0
34,CA1-CA3,7,expert,FB,FB,-0.21751,0.03304,0.04638,0.03320312499999996,0.0
34,CA1-CA3,7,intermediate,FB,FB,-0.21751,0.03304,0.03398,-0.1151045986545019,0.0
34,CA1-CA3,7,naive,FB,FB,-0.21751,0.03304,0.02379,0.25925925925925913,140.0
34,CA1-CA3,8,expert,FB,FB,-0.29042,0.03,0.03606,-0.26460383771153434,0.0
34,CA1-CA3,8,intermediate,FB,FB,-0.29042,0.03,0.03993,-0.07311418398608928,20.0
34,CA1-CA3,8,naive,FB,FB,-0.29042,0.03,0.02425,0.3253606681852695,0.0
34,CA1-CA3,9,expert,FF,FF,0.22032,0.0262,0.03662,0.21151020408163276,20.0
34,CA1-CA3,9,intermediate,FF,FF,0.22032,0.0262,0.03606,0.3191930835734871,10.0
34,CA1-CA3,9,naive,FF,FF,0.22032,0.0262,0.01387,-1.0,-140.0
34,CA1-CA3,10,expert,FF,FF,0.19746,0.01937,0.03149,0.3911582907820478,20.0
34,CA1-CA3,10,intermediate,FF,FF,0.19746,0.01937,0.02999,0.2232371209353307,170.0
34,CA1-CA3,10,naive,FF,FF,0.19746,0.01937,0.01447,-1.0,-180.0
34,CA1-V1,1,expert,FB,FB,-0.0054,0.19195,0.3067,-0.0016326337458297234,-170.0
34,CA1-V1,1,intermediate,FB,FB,-0.0054,0.19195,0.24173,0.003382391692189362,-60.0
34,CA1-V1,1,naive,FB,FB,-0.0054,0.19195,0.05462,0.022997369137258406,0.0
34,CA1-V1,2,expert,FF,FF,0.0247,0.11794,0.12791,-0.009658316693376323,-10.0
34,CA1-V1,2,intermediate,FF,FF,0.0247,0.11794,0.12078,0.04352314413700288,170.0
34,CA1-V1,2,naive,FF,FF,0.0247,0.11794,0.06416,-0.003345076687662373,-140.0
34,CA1-V1,3,expert,FF,FF,0.01156,0.09616,0.09357,0.00045941616896584564,0.0
