animal,pair,epoch,dim,peak_cc,sig,ifi,lag
36,CA1-V1,intermediate,17,-0.0078,0,-0.0146,-3
36,CA1-V1,intermediate,18,0.0014,0,-0.101,-7
36,CA1-V1,intermediate,19,0.0003,0,-0.1258,-8
36,CA1-V1,intermediate,20,0.0061,0,-0.1174,-1
36,CA1-V1,expert,1,0.0719,0,-0.0209,-7
36,CA1-V1,expert,2,0.0688,0,0.0197,8
36,CA1-V1,expert,3,0.0596,0,0.0044,5
36,CA1-V1,expert,4,0.0273,0,-0.0373,-4
36,CA1-V1,expert,5,0.0397,0,-0.0228,-7
36,CA1-V1,expert,6,0.011,0,-0.0203,-7
36,CA1-V1,expert,7,-0.0007,0,-0.0163,-4
36,CA1-V1,expert,8,0.0143,0,0.0091,3
36,CA1-V1,expert,9,0.0104,0,0.0052,8
36,CA1-V1,expert,10,0.0135,0,0.0103,5
36,CA1-V1,expert,11,0.016,0,0.0191,5
36,CA1-V1,expert,12,0.0187,0,0.0121,7
36,CA1-V1,expert,13,0.0076,0,0.0395,-4
36,CA1-V1,expert,14,0.0082,0,0.0275,1
36,CA1-V1,expert,15,0.0047,0,0.0105,-2
36,CA1-V1,expert,16,-0.006,0,-0.0256,-4
36,CA1-V1,expert,17,-0.0051,0,0.0282,-3
36,CA1-V1,expert,18,-0.0081,0,0.0692,6
36,CA1-V1,expert,19,-0.0032,0,0.1343,4
36,CA1-V1,expert,20,-0.0001,0,0.0015,-3
41,CA1-CA3,expert,1,0.2261,1,0.0393,0
41,CA1-CA3,expert,2,0.1847,1,-0.0929,0
41,CA1-CA3,expert,3,0.1371,1,0.0026,0
41,CA1-CA3,expert,4,0.0299,0,-0.0119,0
41,CA1-CA3,expert,5,0.036,0,-0.005,0
41,CA1-CA3,expert,6,0.008,0,0.0429,0
41,CA1-CA3,expert,7,0.0038,0,0.0285,1
41,CA1-CA3,expert,8,0.0034,0,0.0067,1
41,CA1-CA3,expert,9,0.0077,0,0.0104,1
41,CA1-CA3,expert,10,0.0135,0,0.0036,-8
41,CA1-CA3,expert,11,0.0086,0,-0.0373,-8
41,CA1-CA3,expert,12,0.0077,0,-0.0155,7
41,CA1-CA3,expert,13,-0.0071,0,-0.1042,-6
41,CA1-CA3,expert,14,0.0022,0,0.0278,7
41,CA1-V1,naive,1,0.077,0,-0.0294,-5
41,CA1-V1,naive,2,0.0467,0,-0.0255,-8
41,CA1-V1,naive,3,0.0521,0,0.0245,2
41,CA1-V1,naive,4,0.036,0,-0.032,-5
41,CA1-V1,naive,5,0.02,0,-0.0049,-5
41,CA1-V1,naive,6,-0.0091,0,0.0477,8
41,CA1-V1,naive,7,0.0238,0,0.0398,7
41,CA1-V1,naive,8,0.0256,0,-0.0006,-2
41,CA1-V1,naive,9,0.003,0,-0.0065,6
41,CA1-V1,naive,10,0.0197,0,-0.0055,-2
41,CA1-V1,naive,11,-0.005,0,-0.0152,-7
41,CA1-V1,naive,12,-0.0024,0,-0.0127,-4
41,CA1-V1,naive,13,0.0036,0,0.0532,1
41,CA1-V1,intermediate,1,0.1214,0,-0.0063,-8
41,CA1-V1,intermediate,2,0.0254,0,0.0307,3
41,CA1-V1,intermediate,3,0.0617,0,0.0033,4
41,CA1-V1,intermediate,4,0.0173,0,0.0073,-6
41,CA1-V1,intermediate,5,0.0308,0,0.0095,4
41,CA1-V1,intermediate,6,0.045,0,-0.0188,-7
41,CA1-V1,intermediate,7,0.0248,0,-0.0224,3
41,CA1-V1,intermediate,8,0.0155,0,-0.0239,-4
41,CA1-V1,intermediate,9,0.0034,0,-0.0262,-8
41,CA1-V1,intermediate,10,-0.0147,0,0.022,-1
41,CA1-V1,intermediate,11,-0.0134,0,-0.0252,-1
41,CA1-V1,intermediate,12,0.014,0,0.0355,4
41,CA1-V1,intermediate,13,0.0042,0,0.0123,2
41,CA1-V1,expert,1,0.1011,0,0.0324,2
41,CA1-V1,expert,2,0.0277,0,0.0246,4
41,CA1-V1,expert,3,0.028,0,0.0054,7
41,CA1-V1,expert,4,0.0282,0,0.033,5
41,CA1-V1,expert,5,0.0346,0,0.0169,5
41,CA1-V1,expert,6,0.0386,0,0.01,-6
41,CA1-V1,expert,7,0.0245,0,0.0156,5
41,CA1-V1,expert,8,0.026,0,0.0207,4
41,CA1-V1,expert,9,0.0006,0,0.042,3
41,CA1-V1,expert,10,0.0091,0,0.0145,2
41,CA1-V1,expert,11,-0.0028,0,-0.0108,-7
41,CA1-V1,expert,12,-0.0177,0,-0.051,-7
41,CA1-V1,expert,13,-0.0053,0,-0.0368,-7
52,CA1-RSC,naive,1,-0.0866,0,0.0801,6
52,CA1-RSC,naive,2,-0.0406,0,0.0302,7
52,CA1-RSC,naive,3,0.2015,1,0.0509,0
52,CA1-RSC,naive,4,-0.1678,0,0.0306,2
52,CA1-RSC,naive,5,-0.1503,0,0.0236,-1
52,CA1-RSC,naive,6,-0.0937,0,0.0067,1
52,CA1-RSC,naive,7,-0.1395,0,0.0001,1
52,CA1-RSC,intermediate,1,0.0377,0,0.0253,3
52,CA1-RSC,intermediate,2,0.0228,0,-0.038,-8
52,CA1-RSC,intermediate,3,0.0211,0,0.0014,0
52,CA1-RSC,intermediate,4,0.0196,0,-0.0212,-1
52,CA1-RSC,intermediate,5,0.0036,0,0.0177,3
52,CA1-RSC,intermediate,6,0.0074,0,0.0132,3
52,CA1-RSC,intermediate,7,0.0118,0,0.0862,6
52,CA1-RSC,expert,1,0.3303,1,0.0468,4
52,CA1-RSC,expert,2,0.2586,1,0.0401,0
52,CA1-RSC,expert,3,0.0854,1,0.0212,0
52,CA1-RSC,expert,4,0.3238,1,0.0159,1
52,CA1-RSC,expert,5,0.0865,1,0.0275,4
52,CA1-RSC,expert,6,-0.0908,0,0.0644,5
52,CA1-RSC,expert,7,0.1508,1,0.0925,5
52,CA1-CA3,naive,1,0.1554,1,-0.0399,0
52,CA1-CA3,naive,2,0.135,1,0.0119,0
52,CA1-CA3,naive,3,0.0942,1,0.0256,0
52,CA1-CA3,naive,4,0.0682,1,0.0241,0
52,CA1-CA3,naive,5,0.0355,0,-0.0049,0
52,CA1-CA3,naive,6,0.0379,0,0.0224,0
52,CA1-CA3,naive,7,0.0113,0,0.0116,2
52,CA1-CA3,naive,8,0.0192,0,-0.0006,1
