animal,area,epoch,n_units,n_partners,rho_pooled,rho_pooled_ratepart,rho_pooled_tune,rho_pooled_tune_ratepart,rho_pooled_tomrel,rho_pooled_tomrel_ratepart
63,RSC,naive,51,1,0.36180995475113126,0.180177169628143,0.30325791855203615,0.10932778012151739,0.24868778280542986,0.06163051951618537
66,CA1,expert,28,4,0.5336617405582923,-0.05397287798588745,0.6105006105006106,-0.04596193574502226,0.5287356321839081,-0.031043989839688577
66,CA1,intermediate,28,4,0.4267399267399268,0.053871432816742344,0.4140170940170939,-0.10076648220369447,0.40284619594964427,0.020186550776036878
66,CA1,naive,28,4,0.455042735042735,0.409597976823595,0.4517704517704518,0.03534821061721258,0.5879120879120878,0.5153965332984972
66,DG,expert,33,1,0.4759358288770053,-0.020932319791268007,0.6133021390374331,0.15256751922568065,0.6373663101604278,0.1896674413038662
66,DG,intermediate,33,1,0.5975935828877006,0.22493573192861885,0.6119652406417113,0.22883687601845998,0.6891711229946524,0.33728626343953033
66,DG,naive,33,1,0.741644385026738,0.5709741799634203,0.6156417112299465,0.35068342253586793,0.599264705882353,0.2653083725451283
66,RSC,expert,16,3,0.7000000000000001,0.6991027079479376,0.2352941176470588,0.15098213127823948,0.6,0.5848094643805328
66,RSC,intermediate,16,3,0.2823529411764706,0.24253148323461415,0.03823529411764706,-0.2066292002475358,0.3558823529411765,0.28803300852071934
66,RSC,naive,16,3,0.4794117647058824,0.5057709101619503,-0.01764705882352941,-0.016195172614602876,0.4617647058823529,0.5326372770318015
66,SUB,expert,13,2,0.8406593406593407,0.841391690323611,0.7692307692307693,0.7699083585056754,0.7197802197802198,0.7192877017280966
66,SUB,intermediate,13,2,0.6703296703296703,0.6693898668431908,0.4010989010989011,0.40213272629395047,0.4450549450549451,0.4465445594767697
66,SUB,naive,13,2,0.7252747252747254,0.7004411816635653,0.5934065934065934,0.5452499205269259,0.6483516483516483,0.6150640227045735
66,V1,expert,19,2,0.4912280701754386,0.48926431976952806,0.24736842105263157,0.23823184943010772,0.28070175438596495,0.27857808666669287
66,V1,intermediate,19,2,0.47719298245614034,0.4807193886962713,0.12631578947368421,0.1399971633467609,0.28421052631578947,0.28338071596822306
66,V1,naive,19,2,0.3877192982456141,0.38181022369696505,0.06491228070175438,-0.027553817923746365,0.23508771929824557,0.21234599189969183
68,CA1,expert,16,3,0.07941176470588236,0.2021775022135358,0.3205882352941176,-0.07446943359181245,0.14411764705882352,0.2819896175518404
68,CA1,intermediate,16,3,0.1176470588235294,0.18217228001021094,0.4764705882352941,-0.09111238623745124,0.0411764705882353,-0.05871264212428856
