animal,pair,epoch,dim,peak_cc,sig,ifi,lag
34,CA1-V1,intermediate,14,0.0105,0,-0.0237,-5
34,CA1-V1,intermediate,15,-0.0061,0,0.012,7
34,CA1-V1,intermediate,16,-0.0003,0,-0.0077,7
34,CA1-V1,intermediate,17,-0.0113,0,-0.0286,-5
34,CA1-V1,intermediate,18,0.0035,0,0.0551,-3
34,CA1-V1,intermediate,19,0.0035,0,-0.0686,-6
34,CA1-V1,intermediate,20,-0.0012,0,0.1402,5
34,CA1-V1,expert,1,0.3168,1,-0.0031,-3
34,CA1-V1,expert,2,0.131,0,-0.0061,0
34,CA1-V1,expert,3,0.1145,0,0.0036,1
34,CA1-V1,expert,4,0.0931,0,0.0032,5
34,CA1-V1,expert,5,0.0261,0,-0.0412,-8
34,CA1-V1,expert,6,0.045,0,-0.0082,-8
34,CA1-V1,expert,7,0.0298,0,-0.0011,-5
34,CA1-V1,expert,8,0.0379,0,0.0253,6
34,CA1-V1,expert,9,0.0295,0,0.0182,5
34,CA1-V1,expert,10,0.0193,0,0.0233,6
34,CA1-V1,expert,11,0.0141,0,0.0577,6
34,CA1-V1,expert,12,0.0155,0,0.0414,5
34,CA1-V1,expert,13,0.0021,0,0.0176,-2
34,CA1-V1,expert,14,0.0082,0,-0.0085,-3
34,CA1-V1,expert,15,0.0064,0,-0.0274,-2
34,CA1-V1,expert,16,-0.0053,0,-0.0351,-3
34,CA1-V1,expert,17,0.0012,0,0.0059,-8
34,CA1-V1,expert,18,0.0069,0,-0.0957,-7
34,CA1-V1,expert,19,-0.0007,0,-0.2548,-7
34,CA1-V1,expert,20,-0.0004,0,0.1726,7
36,CA1-CA3,naive,1,0.3164,1,-0.008,2
36,CA1-CA3,naive,2,0.1717,1,-0.0571,-1
36,CA1-CA3,naive,3,0.0797,1,0.0172,0
36,CA1-CA3,naive,4,0.0241,0,0.0379,3
36,CA1-CA3,naive,5,0.0213,0,0.0279,0
36,CA1-CA3,naive,6,0.0129,0,0.0107,0
36,CA1-CA3,naive,7,0.0084,0,0.0036,-2
36,CA1-CA3,naive,8,0.0237,0,0.0599,1
36,CA1-CA3,naive,9,0.0063,0,0.0325,-3
36,CA1-CA3,naive,10,0.0036,0,0.0492,1
36,CA1-CA3,naive,11,0.0032,0,0.0399,1
36,CA1-CA3,naive,12,-0.0055,0,-0.0503,-3
36,CA1-CA3,intermediate,1,0.2919,1,0.0098,2
36,CA1-CA3,intermediate,2,0.212,1,-0.0106,0
36,CA1-CA3,intermediate,3,0.0693,1,-0.0549,-2
36,CA1-CA3,intermediate,4,0.0135,0,0.0538,4
36,CA1-CA3,intermediate,5,0.0161,0,0.0355,1
36,CA1-CA3,intermediate,6,0.0267,0,0.0357,1
36,CA1-CA3,intermediate,7,0.0107,0,0.0092,-3
36,CA1-CA3,intermediate,8,0.0059,0,0.015,0
36,CA1-CA3,intermediate,9,0.0096,0,-0.0028,0
36,CA1-CA3,intermediate,10,0.0143,0,-0.0039,0
